JDay,Date,hour,srad,temperature,rain
144,'05/24/2022',17,0.5817636,13.06,0
144,'05/24/2022',18,0.5055552,12.35,0
144,'05/24/2022',19,0.2445408,11.4,0
144,'05/24/2022',20,0,10.46,0
144,'05/24/2022',21,0,9.52,0
144,'05/24/2022',22,0,9.12,0.5
144,'05/24/2022',23,0,8.72,0
145,'05/25/2022',0,0,8.32,0
145,'05/25/2022',1,0,8.28,0
145,'05/25/2022',2,0,8.24,0
145,'05/25/2022',3,0,8.19004,0
145,'05/25/2022',4,0,8.26,0
145,'05/25/2022',5,0,8.32,0
145,'05/25/2022',6,0.2464128,8.38,0
145,'05/25/2022',7,0.6639552,9.75,0
145,'05/25/2022',8,1.0724184,11.12,0
145,'05/25/2022',9,1.7245656,12.49,0
145,'05/25/2022',10,2.2499532,13.82,0
145,'05/25/2022',11,2.6249112,15.15,0
145,'05/25/2022',12,2.7984816,16.48,0
145,'05/25/2022',13,2.8301616,17.4,0
145,'05/25/2022',14,2.7160848,18.33,0
145,'05/25/2022',15,2.46411,19.25,0
145,'05/25/2022',16,2.0834244,19.09,0
145,'05/25/2022',17,1.5145344,18.93,0
145,'05/25/2022',18,0.983232,18.77,0
145,'05/25/2022',19,0.4791168,16.75,0
145,'05/25/2022',20,0,14.74,0
145,'05/25/2022',21,0,12.72,0
145,'05/25/2022',22,0,11.99,0
145,'05/25/2022',23,0,11.26,0
146,'05/26/2022',0,0,10.52,0
146,'05/26/2022',1,0,9.77,0
146,'05/26/2022',2,0,9.02,0
146,'05/26/2022',3,0,8.27,0
146,'05/26/2022',4,0,8.38,0
146,'05/26/2022',5,0,8.5,0
146,'05/26/2022',6,0.289728,8.61,0
146,'05/26/2022',7,0.7720704,11.11,0
146,'05/26/2022',8,1.2439044,13.61,0
146,'05/26/2022',9,1.7784396,16.12,0
146,'05/26/2022',10,2.3191056,18.55,0
146,'05/26/2022',11,2.7049644,20.99,0
146,'05/26/2022',12,2.9291436,23.42,0
146,'05/26/2022',13,2.96244,24.51,0
146,'05/26/2022',14,2.8435824,25.6,0
146,'05/26/2022',15,2.5094592,26.69,0
146,'05/26/2022',16,2.1230424,26.64,0
146,'05/26/2022',17,1.5451056,26.6,0
146,'05/26/2022',18,0.9555264,26.55,0
146,'05/26/2022',19,0.4689504,25.04,0
146,'05/26/2022',20,0,23.53,0
146,'05/26/2022',21,0,22.01,0
146,'05/26/2022',22,0,20.47,0
146,'05/26/2022',23,0,18.93,0
147,'05/27/2022',0,0,17.39,0
147,'05/27/2022',1,0,16.55,0
147,'05/27/2022',2,0,15.7,0
147,'05/27/2022',3,0,14.85,0
147,'05/27/2022',4,0,15.01,0
147,'05/27/2022',5,0,15.18,0
147,'05/27/2022',6,0.2946816,15.34,0
147,'05/27/2022',7,0.7771968,17.72,0
147,'05/27/2022',8,1.2492792,20.1,0
147,'05/27/2022',9,1.774818,22.47,0
147,'05/27/2022',10,2.3133744,25.03,0
147,'05/27/2022',11,2.6976996,27.58,0
147,'05/27/2022',12,2.9048724,30.13,0
147,'05/27/2022',13,2.9382084,31.46,0
147,'05/27/2022',14,2.8207908,32.78,0
147,'05/27/2022',15,2.4890112,34.1,0
147,'05/27/2022',16,2.1070044,33.58,0
147,'05/27/2022',17,1.5350796,33.07,0
147,'05/27/2022',18,0.9602496,32.55,0
147,'05/27/2022',19,0.47448,29.77,0
147,'05/27/2022',20,0,26.99,0
147,'05/27/2022',21,0,24.21,0
147,'05/27/2022',22,0,22.88,0
147,'05/27/2022',23,0,21.56,0
148,'05/28/2022',0,0,20.23,0
148,'05/28/2022',1,0,19.39,0
148,'05/28/2022',2,0,18.54,0
148,'05/28/2022',3,0,17.7,0
148,'05/28/2022',4,0,17.7,0
148,'05/28/2022',5,0,17.71,0
148,'05/28/2022',6,0.2977344,17.71,0
148,'05/28/2022',7,0.777888,19.98,0
148,'05/28/2022',8,1.2477024,22.36,0
148,'05/28/2022',9,1.7660232,24.74,0
148,'05/28/2022',10,2.3010156,26.99,0
148,'05/28/2022',11,2.6827632,29.24,0
148,'05/28/2022',12,2.8230912,31.49,0
148,'05/28/2022',13,2.8556604,32.18,0
148,'05/28/2022',14,2.7421848,32.86,0
148,'05/28/2022',15,2.3632848,33.55,0
148,'05/28/2022',16,2.0017908,33.05,0
148,'05/28/2022',17,1.4600016,32.54,0
148,'05/28/2022',18,0.9351936,32.04,0
148,'05/28/2022',19,0.4651488,29.35,0
148,'05/28/2022',20,0.0101088,26.66,0
148,'05/28/2022',21,0,23.96,0
148,'05/28/2022',22,0,22.97,0
148,'05/28/2022',23,0,21.97,0
149,'05/29/2022',0,0,20.97,0
149,'05/29/2022',1,0,20.41,0
149,'05/29/2022',2,0,19.85,0
149,'05/29/2022',3,0,19.29,0
149,'05/29/2022',4,0,19.34,0
149,'05/29/2022',5,0,19.39,0
149,'05/29/2022',6,0.2639232,19.44,0
149,'05/29/2022',7,0.683766,21.15,0
149,'05/29/2022',8,1.0945116,22.9,0
149,'05/29/2022',9,1.5027048,24.65,0
149,'05/29/2022',10,1.95714,25.43,0
149,'05/29/2022',11,2.2815072,26.2,0
149,'05/29/2022',12,2.3101776,26.98,0
149,'05/29/2022',13,2.3370516,27.19,0
149,'05/29/2022',14,2.2446144,27.39,0
149,'05/29/2022',15,1.7742456,27.6,0
149,'05/29/2022',16,1.5037452,27.19,0
149,'05/29/2022',17,1.097892,26.79,0
149,'05/29/2022',18,0.7645248,26.39,0
149,'05/29/2022',19,0.3826944,24.45,0
149,'05/29/2022',20,0.013824,22.52,5.9
149,'05/29/2022',21,0,20.59,0
149,'05/29/2022',22,0,19.85,0
149,'05/29/2022',23,0,19.12,0
150,'05/30/2022',0,0,18.39,0
150,'05/30/2022',1,0,18.19,0
150,'05/30/2022',2,0,17.99,4.1
150,'05/30/2022',3,0,17.8,0
150,'05/30/2022',4,0,17.69,0
150,'05/30/2022',5,0,17.59,0.8
150,'05/30/2022',6,0.1661184,17.49,0
150,'05/30/2022',7,0.4266288,17.62,0
150,'05/30/2022',8,0.6816132,17.75,0.9
150,'05/30/2022',9,1.3363884,17.88,1.7
150,'05/30/2022',10,1.7398908,19.35,0
150,'05/30/2022',11,2.0280024,20.82,0
150,'05/30/2022',12,2.7892548,22.29,0
150,'05/30/2022',13,2.8219608,22.88,0
150,'05/30/2022',14,2.7108648,23.46,0
150,'05/30/2022',15,2.2450824,24.05,0
150,'05/30/2022',16,1.9038492,23.62,0
150,'05/30/2022',17,1.3914252,23.19,0
150,'05/30/2022',18,1.005696,22.76,0
150,'05/30/2022',19,0.506448,20.35,0
150,'05/30/2022',20,0.024192,17.94,0
150,'05/30/2022',21,0,15.53,0
150,'05/30/2022',22,0,14.6,0
150,'05/30/2022',23,0,13.67,0
151,'05/31/2022',0,0,12.74,0
151,'05/31/2022',1,0,11.69,0
151,'05/31/2022',2,0,10.65,0
151,'05/31/2022',3,0,9.6,0
151,'05/31/2022',4,0,9.46,0
151,'05/31/2022',5,0,9.31,0
151,'05/31/2022',6,0.3097728,9.17,0
151,'05/31/2022',7,0.789552,11.03,0
151,'05/31/2022',8,1.2592296,12.89,0
151,'05/31/2022',9,1.700568,14.75,0
151,'05/31/2022',10,2.213424,16.02,0
151,'05/31/2022',11,2.579526,17.29,0
151,'05/31/2022',12,2.794824,18.57,0
151,'05/31/2022',13,2.8278828,19.28,0
151,'05/31/2022',14,2.7170928,20,0
151,'05/31/2022',15,2.5376364,20.72,0
151,'05/31/2022',16,2.153214,20.3,0
151,'05/31/2022',17,1.5752052,19.89,0
151,'05/31/2022',18,1.008,19.47,0
151,'05/31/2022',19,0.5139648,18.18,0
151,'05/31/2022',20,0.0302112,16.9,0
151,'05/31/2022',21,0,15.61,0
151,'05/31/2022',22,0,15.18,0
151,'05/31/2022',23,0,14.76,0
152,'06/1/2022',0,0,14.33,0
152,'06/1/2022',1,0,13.79,0
152,'06/1/2022',2,0,13.24,0
152,'06/1/2022',3,0,12.7,0
152,'06/1/2022',4,0,11.97,0
152,'06/1/2022',5,0,11.24,0
152,'06/1/2022',6,0.2388096,10.51,0
152,'06/1/2022',7,0.6044688,11.15,1.4
152,'06/1/2022',8,0.9635832,11.78,0
152,'06/1/2022',9,1.22949,12.41,0
152,'06/1/2022',10,1.5373116,13.21,0
152,'06/1/2022',11,1.7810676,14.01,0
152,'06/1/2022',12,1.8764244,14.8,0
152,'06/1/2022',13,1.9453932,15.85,0
152,'06/1/2022',14,1.8830556,16.91,0
152,'06/1/2022',15,2.9214972,17.96,0
152,'06/1/2022',16,2.4554664,17.86,0
152,'06/1/2022',17,1.807056,17.76,0
152,'06/1/2022',18,1.14048,17.66,0
152,'06/1/2022',19,0.5847552,16.34,0
152,'06/1/2022',20,0.0405216,15.02,0
152,'06/1/2022',21,0,13.71,0
152,'06/1/2022',22,0,13.1,0
152,'06/1/2022',23,0,12.49,0
153,'06/2/2022',0,0,11.88,0
153,'06/2/2022',1,0,11.28,0
153,'06/2/2022',2,0,10.67,0
153,'06/2/2022',3,0,10.06,0
153,'06/2/2022',4,0,9.87,0
153,'06/2/2022',5,0,9.68,0
153,'06/2/2022',6,0.3607776,9.48,0
153,'06/2/2022',7,0.907488,12.13,0
153,'06/2/2022',8,1.4444244,14.79,0
153,'06/2/2022',9,2.0053368,17.44,0
153,'06/2/2022',10,2.5066224,18.82,0
153,'06/2/2022',11,2.9040084,20.2,0
153,'06/2/2022',12,3.134394,21.58,0
153,'06/2/2022',13,3.2500332,22.23,0
153,'06/2/2022',14,3.1465224,22.88,0
153,'06/2/2022',15,2.6517024,23.53,0
153,'06/2/2022',16,2.2299264,23.04,0
153,'06/2/2022',17,1.6426656,22.54,0
153,'06/2/2022',18,1.0920384,22.05,0
153,'06/2/2022',19,0.5629248,20.4,0
153,'06/2/2022',20,0.04464,18.76,0
153,'06/2/2022',21,0,17.11,0
153,'06/2/2022',22,0,16.26,0
153,'06/2/2022',23,0,15.41,0
154,'06/3/2022',0,0,14.56,0
154,'06/3/2022',1,0,14.04,0
154,'06/3/2022',2,0,13.52,0
154,'06/3/2022',3,0,12.99,0
154,'06/3/2022',4,0,12.83,0
154,'06/3/2022',5,0,12.67,0
154,'06/3/2022',6,0.3587904,12.51,0
154,'06/3/2022',7,0.8972676,15.11,0
154,'06/3/2022',8,1.4262336,17.71,0
154,'06/3/2022',9,1.992114,20.31,0
154,'06/3/2022',10,2.48958,21.69,0
154,'06/3/2022',11,2.8839888,23.07,0
154,'06/3/2022',12,3.109752,24.45,0
154,'06/3/2022',13,3.2248152,25.18,0
154,'06/3/2022',14,3.1226796,25.9,0
154,'06/3/2022',15,2.8579788,26.63,0
154,'06/3/2022',16,2.4047244,26.43,0
154,'06/3/2022',17,1.7730108,26.23,0
154,'06/3/2022',18,1.1249856,26.03,0
154,'06/3/2022',19,0.5828544,24.15,0
154,'06/3/2022',20,0.0517824,22.27,0
154,'06/3/2022',21,0,20.38,0
154,'06/3/2022',22,0,19.85,0
154,'06/3/2022',23,0,19.31,0
155,'06/4/2022',0,0,18.77,0
155,'06/4/2022',1,0,17.68,0
155,'06/4/2022',2,0,16.59,0
155,'06/4/2022',3,0,15.49,0
155,'06/4/2022',4,0,15.44,0
155,'06/4/2022',5,0,15.39,0
155,'06/4/2022',6,0.3463488,15.33,0
155,'06/4/2022',7,0.8615556,16.9,0
155,'06/4/2022',8,1.3678236,18.46,0
155,'06/4/2022',9,1.969362,20.03,0
155,'06/4/2022',10,2.4606864,22.36,0
155,'06/4/2022',11,2.8503252,24.69,0
155,'06/4/2022',12,3.108924,27.02,0
155,'06/4/2022',13,3.2243256,28.1,0
155,'06/4/2022',14,3.1228848,29.17,0
155,'06/4/2022',15,2.7375048,30.25,0
155,'06/4/2022',16,2.3045364,29.91,0
155,'06/4/2022',17,1.7006832,29.56,0
155,'06/4/2022',18,0.8851968,29.22,0
155,'06/4/2022',19,0.4608864,27.11,0
155,'06/4/2022',20,0.0451296,24.99,0
155,'06/4/2022',21,0,22.88,0
155,'06/4/2022',22,0,21.93,0
155,'06/4/2022',23,0,20.98,0
156,'06/5/2022',0,0,20.03,0
156,'06/5/2022',1,0,19.34,0
156,'06/5/2022',2,0,18.65,0
156,'06/5/2022',3,0,17.96,0
156,'06/5/2022',4,0,18.03,0
156,'06/5/2022',5,0,18.1,0
156,'06/5/2022',6,0.3196224,18.17,0
156,'06/5/2022',7,0.7913016,19.96,0
156,'06/5/2022',8,1.2548304,21.75,0
156,'06/5/2022',9,1.5524244,23.54,0
156,'06/5/2022',10,1.9394928,25.29,0
156,'06/5/2022',11,2.2464684,27.05,0
156,'06/5/2022',12,2.4685344,28.81,0
156,'06/5/2022',13,2.5605288,29.17,0
156,'06/5/2022',14,2.4805332,29.53,0
156,'06/5/2022',15,2.1266244,29.89,0
156,'06/5/2022',16,1.7911476,29.34,0
156,'06/5/2022',17,1.3229568,28.79,0
156,'06/5/2022',18,0.8375616,28.24,0
156,'06/5/2022',19,0.4381056,26.36,0
156,'06/5/2022',20,0.046656,24.48,0
156,'06/5/2022',21,0,22.61,0
156,'06/5/2022',22,0,21.71,0
156,'06/5/2022',23,0,20.81,0
157,'06/6/2022',0,0,19.91,0
157,'06/6/2022',1,0,19.94,0
157,'06/6/2022',2,0,19.97,0
157,'06/6/2022',3,0,20,0
157,'06/6/2022',4,0,19.65,0
157,'06/6/2022',5,0,19.3,0
157,'06/6/2022',6,0.3693888,18.95,0
157,'06/6/2022',7,0.9107208,20.32,0
157,'06/6/2022',8,1.4429124,21.68,0
157,'06/6/2022',9,1.9352772,23.05,0
157,'06/6/2022',10,2.4173352,24.62,0
157,'06/6/2022',11,2.800044,26.18,0
157,'06/6/2022',12,2.971782,27.75,0
157,'06/6/2022',13,3.0829824,28.39,0
157,'06/6/2022',14,2.9873232,29.02,0
157,'06/6/2022',15,2.6995212,29.66,0
157,'06/6/2022',16,2.274876,29.28,0
157,'06/6/2022',17,1.6816572,28.9,0
157,'06/6/2022',18,1.1559744,28.52,0
157,'06/6/2022',19,0.607392,26.46,0
157,'06/6/2022',20,0.0696096,24.39,0
157,'06/6/2022',21,0,22.32,0
157,'06/6/2022',22,0,21.09,0
157,'06/6/2022',23,0,19.85,0
158,'06/7/2022',0,0,18.62,0
158,'06/7/2022',1,0,17.64,0
158,'06/7/2022',2,0,16.65,0
158,'06/7/2022',3,0,15.67,0
158,'06/7/2022',4,0,15.43,0
158,'06/7/2022',5,0,15.18,0
158,'06/7/2022',6,0.343008,14.93,0
158,'06/7/2022',7,0.8426268,16.85,0
158,'06/7/2022',8,1.3337748,18.76,0
158,'06/7/2022',9,1.9899036,20.68,0
158,'06/7/2022',10,2.4852636,22.66,0
158,'06/7/2022',11,2.8786932,24.65,0
158,'06/7/2022',12,3.0873096,26.64,0
158,'06/7/2022',13,3.2031612,27.27,0
158,'06/7/2022',14,3.1044384,27.9,0
158,'06/7/2022',15,2.8598472,28.53,0
158,'06/7/2022',16,2.4111324,28.3,0
158,'06/7/2022',17,1.7838288,28.07,0
158,'06/7/2022',18,0.6435072,27.85,0
158,'06/7/2022',19,0.3395232,26.01,8.6
158,'06/7/2022',20,0.0415296,24.17,0
158,'06/7/2022',21,0,22.33,0
158,'06/7/2022',22,0,20.58,0
158,'06/7/2022',23,0,18.82,0
159,'06/8/2022',0,0,17.07,0
159,'06/8/2022',1,0,16.64,0
159,'06/8/2022',2,0,16.21,0
159,'06/8/2022',3,0,15.78,0
159,'06/8/2022',4,0,15.42,0
159,'06/8/2022',5,0,15.07,0
159,'06/8/2022',6,0.379872,14.71,0
159,'06/8/2022',7,0.9300636,16.12,0
159,'06/8/2022',8,1.4711472,17.53,0
159,'06/8/2022',9,2.0384424,18.94,0
159,'06/8/2022',10,2.5457148,20.21,0
159,'06/8/2022',11,2.9487708,21.49,0
159,'06/8/2022',12,3.1796892,22.76,0
159,'06/8/2022',13,3.299508,23.42,0
159,'06/8/2022',14,3.1984812,24.07,0
159,'06/8/2022',15,2.9458836,24.73,0
159,'06/8/2022',16,2.4848712,24.46,0
159,'06/8/2022',17,1.8398232,24.2,0
159,'06/8/2022',18,1.1779776,23.94,0
159,'06/8/2022',19,0.6240672,22.09,0
159,'06/8/2022',20,0.0808704,20.25,0
159,'06/8/2022',21,0,18.4,0
159,'06/8/2022',22,0,17.63,0
159,'06/8/2022',23,0,16.85,0
160,'06/9/2022',0,0,16.08,0
160,'06/9/2022',1,0,15.53,0
160,'06/9/2022',2,0,14.98,0
160,'06/9/2022',3,0,14.43,0
160,'06/9/2022',4,0,14.72,0
160,'06/9/2022',5,0,15.01,0
160,'06/9/2022',6,0.3132288,15.3,0
160,'06/9/2022',7,0.764766,17.42,0
160,'06/9/2022',8,1.2088872,19.54,0
160,'06/9/2022',9,1.6474032,21.65,0
160,'06/9/2022',10,2.0572848,22.99,0
160,'06/9/2022',11,2.383092,24.33,0.3
160,'06/9/2022',12,2.4475788,25.67,0
160,'06/9/2022',13,2.5401528,26.67,0
160,'06/9/2022',14,2.4628824,27.68,0
160,'06/9/2022',15,2.745918,28.69,0
160,'06/9/2022',16,2.31723,28.93,0
160,'06/9/2022',17,1.7170272,29.17,0
160,'06/9/2022',18,0.7819776,29.4,4.7
160,'06/9/2022',19,0.415872,27.2,15.1
160,'06/9/2022',20,0.056736,25,0
160,'06/9/2022',21,0,22.79,0
160,'06/9/2022',22,0,21.46,0
160,'06/9/2022',23,0,20.12,0
161,'06/10/2022',0,0,18.78,0
161,'06/10/2022',1,0,18.53,0
161,'06/10/2022',2,0,18.27,0
161,'06/10/2022',3,0,18.02,0
161,'06/10/2022',4,0,17.63,0
161,'06/10/2022',5,0,17.24,0
161,'06/10/2022',6,0.3696768,16.85,0
161,'06/10/2022',7,0.8998416,19.03,0
161,'06/10/2022',8,1.4217588,21.18,0
161,'06/10/2022',9,1.9391508,23.33,0
161,'06/10/2022',10,2.4216264,25.04,0
161,'06/10/2022',11,2.805156,26.74,0
161,'06/10/2022',12,3.064284,28.45,0
161,'06/10/2022',13,3.1806576,29.32,0
161,'06/10/2022',14,3.0846348,30.19,0
161,'06/10/2022',15,2.8239984,31.06,0
161,'06/10/2022',16,2.3842332,31.16,0
161,'06/10/2022',17,1.7679672,31.26,0
161,'06/10/2022',18,1.142208,31.35,0
161,'06/10/2022',19,0.6096096,29.04,0
161,'06/10/2022',20,0.0870912,26.72,0
161,'06/10/2022',21,0,24.41,0
161,'06/10/2022',22,0,23.46,0
161,'06/10/2022',23,0,22.51,0
162,'06/11/2022',0,0,21.55,0
162,'06/11/2022',1,0,20.85,0
162,'06/11/2022',2,0,20.15,0
162,'06/11/2022',3,0,19.45,0
162,'06/11/2022',4,0,19.19,0
162,'06/11/2022',5,0,18.93,0
162,'06/11/2022',6,0.3746304,18.67,0
162,'06/11/2022',7,0.9125172,21.74,0
162,'06/11/2022',8,1.44117,24.78,0
162,'06/11/2022',9,1.9630152,27.81,0
162,'06/11/2022',10,2.451402,29.91,0
162,'06/11/2022',11,2.8398852,32,0
162,'06/11/2022',12,2.9843568,34.09,0
162,'06/11/2022',13,3.0981888,34.41,0
162,'06/11/2022',14,3.0052584,34.73,0
162,'06/11/2022',15,2.7206316,35.06,0
162,'06/11/2022',16,2.2979592,34.54,0
162,'06/11/2022',17,1.705176,34.02,0
162,'06/11/2022',18,1.1890944,33.5,0
162,'06/11/2022',19,0.6368256,30.62,0
162,'06/11/2022',20,0.0948384,27.74,0
162,'06/11/2022',21,0,24.86,0
162,'06/11/2022',22,0,23.92,0
162,'06/11/2022',23,0,22.98,0
163,'06/12/2022',0,0,22.03,0
163,'06/12/2022',1,0,21.43,0
163,'06/12/2022',2,0,20.83,0
163,'06/12/2022',3,0,20.23,0
163,'06/12/2022',4,0,20.31,0
163,'06/12/2022',5,0,20.38,0
163,'06/12/2022',6,0.365328,20.46,0
163,'06/12/2022',7,0.8869752,22.16,0
163,'06/12/2022',8,1.4004648,23.85,0
163,'06/12/2022',9,1.80576,25.55,0
163,'06/12/2022',10,2.255058,27.7,0
163,'06/12/2022',11,2.6126568,29.84,0
163,'06/12/2022',12,2.4041484,31.99,0
163,'06/12/2022',13,2.4963228,33.13,0
163,'06/12/2022',14,2.4219792,34.27,0
163,'06/12/2022',15,2.2743936,35.41,0
163,'06/12/2022',16,1.92186,35.31,0
163,'06/12/2022',17,1.4270868,35.22,0
163,'06/12/2022',18,1.1438208,35.12,0
163,'06/12/2022',19,0.6145632,32.82,0
163,'06/12/2022',20,0.0950112,30.52,0
163,'06/12/2022',21,0,28.23,0
163,'06/12/2022',22,0,27.5,0
163,'06/12/2022',23,0,26.78,0
164,'06/13/2022',0,0,26.06,0
164,'06/13/2022',1,0,25.01,0
164,'06/13/2022',2,0,23.96,0
164,'06/13/2022',3,0,22.92,0
164,'06/13/2022',4,0,22.53,0
164,'06/13/2022',5,0,22.15,0
164,'06/13/2022',6,0.3730176,21.76,0
164,'06/13/2022',7,0.9048276,24.88,0
164,'06/13/2022',8,1.42839,28,0
164,'06/13/2022',9,1.9780308,31.12,0
164,'06/13/2022',10,2.4702948,34.03,0
164,'06/13/2022',11,2.8622808,36.93,0
164,'06/13/2022',12,3.1614588,39.84,0
164,'06/13/2022',13,3.2831604,40.2,0
164,'06/13/2022',14,3.1860144,40.56,0
164,'06/13/2022',15,2.9538864,40.92,0
164,'06/13/2022',16,2.4970176,40.55,0
164,'06/13/2022',17,1.8553356,40.18,0
164,'06/13/2022',18,1.196064,39.81,0
164,'06/13/2022',19,0.644544,36.61,0
164,'06/13/2022',20,0.1030752,33.42,0
164,'06/13/2022',21,0,30.22,0
164,'06/13/2022',22,0,29.75,0
164,'06/13/2022',23,0,29.27,0
165,'06/14/2022',0,0,28.8,0
165,'06/14/2022',1,0,26.91,0
165,'06/14/2022',2,0,25.02,0
165,'06/14/2022',3,0,23.13,0
165,'06/14/2022',4,0,22.88,0
165,'06/14/2022',5,0,22.63,0
165,'06/14/2022',6,0.3700512,22.37,0
165,'06/14/2022',7,0.8971416,23.18,0
165,'06/14/2022',8,1.4161536,23.98,0
165,'06/14/2022',9,1.98837,24.78,0
165,'06/14/2022',10,2.4834888,26.03,0
165,'06/14/2022',11,2.8778724,27.27,0
165,'06/14/2022',12,3.1407552,28.52,0
165,'06/14/2022',13,3.2621292,28.93,0
165,'06/14/2022',14,3.1663044,29.34,0
165,'06/14/2022',15,2.9321064,29.75,0
165,'06/14/2022',16,2.4795936,29.52,0
165,'06/14/2022',17,1.843506,29.28,0
165,'06/14/2022',18,1.1915136,29.04,0
165,'06/14/2022',19,0.6439392,26.32,0
165,'06/14/2022',20,0.106128,23.6,0
165,'06/14/2022',21,0,20.87,0
165,'06/14/2022',22,0,19.4,0
165,'06/14/2022',23,0,17.94,0
166,'06/15/2022',0,0,16.47,0
166,'06/15/2022',1,0,13.36,0.4
166,'06/15/2022',2,0,10.25,3.2
166,'06/15/2022',3,0,7.14,0.3
166,'06/15/2022',4,0,7.72,0
166,'06/15/2022',5,0,8.3,0
166,'06/15/2022',6,0.2738304,8.88,0
166,'06/15/2022',7,0.6637464,11.51,0
166,'06/15/2022',8,1.0478592,14.15,0
166,'06/15/2022',9,2.0382516,16.78,0
166,'06/15/2022',10,2.5461072,19.82,0
166,'06/15/2022',11,2.9508372,22.86,0
166,'06/15/2022',12,3.2047884,25.89,0
166,'06/15/2022',13,3.3292188,27.49,0
166,'06/15/2022',14,3.2320116,29.08,0
166,'06/15/2022',15,2.9866428,30.67,0
166,'06/15/2022',16,2.5266888,30.72,0
166,'06/15/2022',17,1.8796212,30.77,0
166,'06/15/2022',18,1.2325248,30.83,0
166,'06/15/2022',19,0.6678432,28.15,0
166,'06/15/2022',20,0.1131264,25.48,0
166,'06/15/2022',21,0,22.8,0
166,'06/15/2022',22,0,21.62,0
166,'06/15/2022',23,0,20.44,0
167,'06/16/2022',0,0,19.25,0
167,'06/16/2022',1,0,18.51,0
167,'06/16/2022',2,0,17.77,0
167,'06/16/2022',3,0,17.03,0
167,'06/16/2022',4,0,17.31,0
167,'06/16/2022',5,0,17.59,0
167,'06/16/2022',6,0.3790656,17.88,0
167,'06/16/2022',7,0.9190656,20.97,0
167,'06/16/2022',8,1.4511312,24.07,0
167,'06/16/2022',9,1.9953972,27.17,0
167,'06/16/2022',10,2.492892,29.36,0
167,'06/16/2022',11,2.889468,31.55,0
167,'06/16/2022',12,3.1091796,33.74,0
167,'06/16/2022',13,3.2305428,34.32,0
167,'06/16/2022',14,3.1368564,34.9,0
167,'06/16/2022',15,2.8807344,35.48,0
167,'06/16/2022',16,2.4379452,35.43,0
167,'06/16/2022',17,1.8146628,35.37,0
167,'06/16/2022',18,1.171296,35.31,0
167,'06/16/2022',19,0.636192,32.71,0
167,'06/16/2022',20,0.110448,30.12,0
167,'06/16/2022',21,0,27.52,0
167,'06/16/2022',22,0,26.55,0
167,'06/16/2022',23,0,25.57,0
168,'06/17/2022',0,0,24.6,0
168,'06/17/2022',1,0,23.63,0
168,'06/17/2022',2,0,22.65,0
168,'06/17/2022',3,0,21.68,0
168,'06/17/2022',4,0,21.04,0
168,'06/17/2022',5,0,20.4,0
168,'06/17/2022',6,0.36504,19.76,0
168,'06/17/2022',7,0.885762,22.38,0
168,'06/17/2022',8,1.3989852,25,0
168,'06/17/2022',9,1.964988,27.63,0
168,'06/17/2022',10,2.4552648,30.84,0
168,'06/17/2022',11,2.8463652,34.04,0
168,'06/17/2022',12,3.0979152,37.25,0
168,'06/17/2022',13,3.2192676,37.92,0
168,'06/17/2022',14,3.1265892,38.58,0
168,'06/17/2022',15,2.8973556,39.24,0
168,'06/17/2022',16,2.4528528,38.81,0
168,'06/17/2022',17,1.8266832,38.37,0
168,'06/17/2022',18,1.1851776,37.94,0
168,'06/17/2022',19,0.6451776,35.66,0
168,'06/17/2022',20,0.11448,33.39,0
168,'06/17/2022',21,0,31.11,0
168,'06/17/2022',22,0,29.67,0
168,'06/17/2022',23,0,28.23,0
169,'06/18/2022',0,0,26.78,0
169,'06/18/2022',1,0,25.99,0
169,'06/18/2022',2,0,25.2,0
169,'06/18/2022',3,0,24.4,0
169,'06/18/2022',4,0,24.52,0
169,'06/18/2022',5,0,24.63,0
169,'06/18/2022',6,0.3708864,24.74,0
169,'06/18/2022',7,0.9009756,27.1,0
169,'06/18/2022',8,1.4235084,29.45,0
169,'06/18/2022',9,1.9879128,31.8,0
169,'06/18/2022',10,2.484342,33.56,0
169,'06/18/2022',11,2.8805724,35.33,0
169,'06/18/2022',12,3.1150368,37.09,0
169,'06/18/2022',13,3.237624,37.38,0
169,'06/18/2022',14,3.1450824,37.67,0
169,'06/18/2022',15,2.89071,37.96,0
169,'06/18/2022',16,2.4480936,37.49,0
169,'06/18/2022',17,1.82403,37.01,0
169,'06/18/2022',18,1.181088,36.54,0
169,'06/18/2022',19,0.644256,34.78,0
169,'06/18/2022',20,0.1165824,33.01,0
169,'06/18/2022',21,0,31.24,0
169,'06/18/2022',22,0,30.42,0
169,'06/18/2022',23,0,29.61,0
170,'06/19/2022',0,0,28.79,0
170,'06/19/2022',1,0,28.16,0
170,'06/19/2022',2,0,27.54,0
170,'06/19/2022',3,0,26.91,0
170,'06/19/2022',4,0,26.44,0
170,'06/19/2022',5,0,25.97,0
170,'06/19/2022',6,0.3631104,25.5,0
170,'06/19/2022',7,0.8834004,27.41,0
170,'06/19/2022',8,1.3964508,29.32,0
170,'06/19/2022',9,1.9672344,31.23,0
170,'06/19/2022',10,2.4590484,32.88,0
170,'06/19/2022',11,2.851794,34.54,0
170,'06/19/2022',12,3.093948,36.19,0
170,'06/19/2022',13,3.2164128,36.51,0
170,'06/19/2022',14,3.1250088,36.82,0
170,'06/19/2022',15,2.875662,37.13,0
170,'06/19/2022',16,2.4360552,36.73,0
