                time                Date            Rainfall       Inifiltration          Runoff@end        WaterStorage       LeftDischarge      RightDischarge
  44680.8750  04/29/2022        0.0000       39.1358        0.0000        0.0000        0.0000        0.0000
  44680.9167  04/29/2022        0.0000       35.6378        0.0000        0.0000        0.0000        0.0000
  44680.9583  04/29/2022        0.0461       33.6284        0.0000        0.0000        0.0000        0.0000
  44681.0000  04/30/2022        1.3137       34.6771        0.0000        0.0000        0.0000        0.0000
  44681.0417  04/30/2022        4.7912       41.7618        0.0000        0.0000        0.0000        0.0000
  44681.0833  04/30/2022        1.8287       39.5368        0.0000        0.0000        0.0000        0.0000
  44681.1250  04/30/2022        0.0000       35.5714        0.0000        0.0000        0.0000        0.0000
  44681.1667  04/30/2022        0.0000       33.5945        0.0000        0.0000        0.0000        0.0000
  44681.2083  04/30/2022        0.0000       33.5866        0.0000        0.0000        0.0000        0.0000
  44681.2500  04/30/2022        0.0000       33.5826        0.0000        0.0000        0.0000        0.0000
  44681.2917  04/30/2022        0.0000       33.5789        0.0000        0.0000        0.0000        0.0000
  44681.3333  04/30/2022        0.0000       33.5277        0.0000        0.0000        0.0000        0.0000
  44681.3750  04/30/2022        0.0000       33.2908        0.0000        0.0000        0.0000        0.0000
  44681.4167  04/30/2022        0.0000       32.5602        0.0000        0.0000        0.0000        0.0000
  44681.4583  04/30/2022        0.0000       29.6035        0.0000        0.0000        0.0000        0.0000
  44681.5000  04/30/2022        0.0000       26.8510        0.0000        0.0000        0.0000        0.0000
  44681.5417  04/30/2022        0.0000       26.0212        0.0000        0.0000        0.0000        0.0000
  44681.5833  04/30/2022        0.0000       24.0405        0.0000        0.0000        0.0000        0.0000
  44681.6250  04/30/2022        0.0000       23.6986        0.0000        0.0000        0.0000        0.0000
  44681.6667  04/30/2022        0.0000       23.9002        0.0000        0.0000        0.0000        0.0000
  44681.7083  04/30/2022        0.0000       24.3547        0.0000        0.0000        0.0000        0.0000
  44681.7500  04/30/2022        0.0000       24.8218        0.0000        0.0000        0.0000        0.0000
  44681.7917  04/30/2022        0.0000       27.8271        0.0000        0.0000        0.0000        0.0000
  44681.8333  04/30/2022        0.0000       30.4738        0.0000        0.0000        0.0000        0.0000
  44681.8750  04/30/2022        0.0000       30.5101        0.0000        0.0000        0.0000        0.0000
  44681.9167  04/30/2022        0.0000       30.5400        0.0000        0.0000        0.0000        0.0000
  44681.9583  04/30/2022        0.0000       30.5554        0.0000        0.0000        0.0000        0.0000
  44682.0000  05/01/2022        0.0000       30.5685        0.0000        0.0000        0.0000        0.0000
  44682.0417  05/01/2022        0.0000       30.5158        0.0000        0.0000        0.0000        0.0000
  44682.0833  05/01/2022        0.0000       30.3418        0.0000        0.0000        0.0000        0.0000
  44682.1250  05/01/2022        0.0000       30.5426        0.0000        0.0000        0.0000        0.0000
  44682.1667  05/01/2022        0.0000       30.5559        0.0000        0.0000        0.0000        0.0000
  44682.2083  05/01/2022        0.0000       30.5648        0.0000        0.0000        0.0000        0.0000
  44682.2500  05/01/2022        0.0000       30.5737        0.0000        0.0000        0.0000        0.0000
  44682.2917  05/01/2022        0.0000       30.5743        0.0000        0.0000        0.0000        0.0000
  44682.3333  05/01/2022        0.0000       30.3102        0.0000        0.0000        0.0000        0.0000
  44682.3750  05/01/2022        0.0000       29.6423        0.0000        0.0000        0.0000        0.0000
  44682.4167  05/01/2022        0.0000       27.6116        0.0000        0.0000        0.0000        0.0000
  44682.4583  05/01/2022        0.0000       27.1272        0.0000        0.0000        0.0000        0.0000
  44682.5000  05/01/2022        0.0000       26.8173        0.0000        0.0000        0.0000        0.0000
  44682.5417  05/01/2022        0.0000       26.1559        0.0000        0.0000        0.0000        0.0000
  44682.5833  05/01/2022        0.0000       26.0715        0.0000        0.0000        0.0000        0.0000
  44682.6250  05/01/2022        0.0000       26.1255        0.0000        0.0000        0.0000        0.0000
  44682.6667  05/01/2022        0.0000       26.4025        0.0000        0.0000        0.0000        0.0000
  44682.7083  05/01/2022        0.0000       26.7533        0.0000        0.0000        0.0000        0.0000
  44682.7500  05/01/2022        0.0000       27.2781        0.0000        0.0000        0.0000        0.0000
  44682.7917  05/01/2022        0.0000       27.6980        0.0000        0.0000        0.0000        0.0000
  44682.8333  05/01/2022        0.0000       30.1732        0.0000        0.0000        0.0000        0.0000
  44682.8750  05/01/2022        0.0000       30.4192        0.0000        0.0000        0.0000        0.0000
  44682.9167  05/01/2022        0.0000       30.4438        0.0000        0.0000        0.0000        0.0000
  44682.9583  05/01/2022        0.0000       30.2666        0.0000        0.0000        0.0000        0.0000
  44683.0000  05/02/2022        0.0616       30.3445        0.0000        0.0000        0.0000        0.0000
  44683.0417  05/02/2022        1.9364       33.7658        0.0000        0.0000        0.0000        0.0000
  44683.0833  05/02/2022        4.2038       38.9289        0.0000        0.0000        0.0000        0.0000
  44683.1250  05/02/2022        6.3169       45.7419        0.0000        0.0000        0.0000        0.0000
  44683.1667  05/02/2022        5.2245       45.3075        0.0000        0.0000        0.0000        0.0000
  44683.2083  05/02/2022       16.0743       64.9664        0.0000        0.0000        0.0000        0.0000
  44683.2500  05/02/2022       12.9516       63.9083        0.0000        0.0000        0.0000        0.0000
  44683.2917  05/02/2022        6.6316       54.2157        0.0000        0.0000        0.0000        0.0000
  44683.3333  05/02/2022        3.1742       46.5401        0.0000        0.0000        0.0000        0.0000
  44683.3750  05/02/2022        9.1592       53.2146        0.0000        0.0000        0.0000        0.0000
  44683.4167  05/02/2022       15.3076       64.6029        0.0000        0.0000        0.0000        0.0000
  44683.4583  05/02/2022       11.7575       60.4326        0.0000        0.0000        0.0000        0.0000
  44683.5000  05/02/2022       16.0749       67.8386        0.0000        0.0000        0.0000        0.0000
  44683.5417  05/02/2022       13.0673       65.4626        0.0000        0.0000        0.0000        0.0000
  44683.5833  05/02/2022        9.2756       57.7511        0.0000        0.0000        0.0000        0.0000
  44683.6250  05/02/2022        3.7839       46.5984        0.0000        0.0000        0.0000        0.0000
  44683.6667  05/02/2022        4.7432       44.5687        0.0000        0.0000        0.0000        0.0000
  44683.7083  05/02/2022        1.4539       39.4258        0.0000        0.0000        0.0000        0.0000
  44683.7500  05/02/2022        0.0340       33.7491        0.0000        0.0000        0.0000        0.0000
  44683.7917  05/02/2022        0.7178       34.1999        0.0000        0.0000        0.0000        0.0000
  44683.8333  05/02/2022        0.0000       33.5544        0.0000        0.0000        0.0000        0.0000
  44683.8750  05/02/2022        0.0000       33.5624        0.0000        0.0000        0.0000        0.0000
  44683.9167  05/02/2022        0.0000       33.5723        0.0000        0.0000        0.0000        0.0000
  44683.9583  05/02/2022        0.0000       33.5779        0.0000        0.0000        0.0000        0.0000
  44684.0000  05/03/2022        0.0000       33.5822        0.0000        0.0000        0.0000        0.0000
  44684.0417  05/03/2022        0.0000       33.5550        0.0000        0.0000        0.0000        0.0000
  44684.0833  05/03/2022        0.0000       33.5645        0.0000        0.0000        0.0000        0.0000
  44684.1250  05/03/2022        0.0000       33.5741        0.0000        0.0000        0.0000        0.0000
  44684.1667  05/03/2022        0.0000       33.5830        0.0000        0.0000        0.0000        0.0000
  44684.2083  05/03/2022        0.0000       33.5800        0.0000        0.0000        0.0000        0.0000
  44684.2500  05/03/2022        0.0000       33.5768        0.0000        0.0000        0.0000        0.0000
  44684.2917  05/03/2022        0.0000       33.5643        0.0000        0.0000        0.0000        0.0000
  44684.3333  05/03/2022        0.0000       33.3417        0.0000        0.0000        0.0000        0.0000
  44684.3750  05/03/2022        0.0000       32.9878        0.0000        0.0000        0.0000        0.0000
  44684.4167  05/03/2022        0.0000       32.5689        0.0000        0.0000        0.0000        0.0000
  44684.4583  05/03/2022        0.0000       29.6292        0.0000        0.0000        0.0000        0.0000
  44684.5000  05/03/2022        0.0000       26.9556        0.0000        0.0000        0.0000        0.0000
  44684.5417  05/03/2022        0.0000       26.3354        0.0000        0.0000        0.0000        0.0000
  44684.5833  05/03/2022        0.0000       26.2650        0.0000        0.0000        0.0000        0.0000
  44684.6250  05/03/2022        0.0000       26.3211        0.0000        0.0000        0.0000        0.0000
  44684.6667  05/03/2022        0.0000       26.5528        0.0000        0.0000        0.0000        0.0000
  44684.7083  05/03/2022        0.0000       26.9000        0.0000        0.0000        0.0000        0.0000
  44684.7500  05/03/2022        0.0000       27.3328        0.0000        0.0000        0.0000        0.0000
  44684.7917  05/03/2022        0.0000       29.7491        0.0000        0.0000        0.0000        0.0000
  44684.8333  05/03/2022        0.0000       30.2592        0.0000        0.0000        0.0000        0.0000
  44684.8750  05/03/2022        0.0000       30.4978        0.0000        0.0000        0.0000        0.0000
  44684.9167  05/03/2022        0.0000       30.5347        0.0000        0.0000        0.0000        0.0000
  44684.9583  05/03/2022        0.0000       30.5382        0.0000        0.0000        0.0000        0.0000
  44685.0000  05/04/2022        0.0000       30.5425        0.0000        0.0000        0.0000        0.0000
  44685.0417  05/04/2022        0.0000       30.5656        0.0000        0.0000        0.0000        0.0000
  44685.0833  05/04/2022        0.0000       30.5713        0.0000        0.0000        0.0000        0.0000
  44685.1250  05/04/2022        0.0000       30.5768        0.0000        0.0000        0.0000        0.0000
  44685.1667  05/04/2022        0.0000       30.5823        0.0000        0.0000        0.0000        0.0000
  44685.2083  05/04/2022        0.0000       30.5798        0.0000        0.0000        0.0000        0.0000
  44685.2500  05/04/2022        0.0000       30.5775        0.0000        0.0000        0.0000        0.0000
  44685.2917  05/04/2022        0.0000       30.5701        0.0000        0.0000        0.0000        0.0000
  44685.3333  05/04/2022        0.0000       30.4062        0.0000        0.0000        0.0000        0.0000
  44685.3750  05/04/2022        0.0365       30.0483        0.0000        0.0000        0.0000        0.0000
  44685.4167  05/04/2022        1.0765       31.2453        0.0000        0.0000        0.0000        0.0000
  44685.4583  05/04/2022        0.0000       32.5215        0.0000        0.0000        0.0000        0.0000
  44685.5000  05/04/2022        0.0000       32.4083        0.0000        0.0000        0.0000        0.0000
  44685.5417  05/04/2022        0.0000       32.3631        0.0000        0.0000        0.0000        0.0000
  44685.5833  05/04/2022        0.0000       32.3514        0.0000        0.0000        0.0000        0.0000
  44685.6250  05/04/2022        0.0000       32.3762        0.0000        0.0000        0.0000        0.0000
  44685.6667  05/04/2022        0.0000       32.4395        0.0000        0.0000        0.0000        0.0000
  44685.7083  05/04/2022        0.0000       32.5298        0.0000        0.0000        0.0000        0.0000
  44685.7500  05/04/2022        0.0000       32.6613        0.0000        0.0000        0.0000        0.0000
  44685.7917  05/04/2022        0.0000       32.6905        0.0000        0.0000        0.0000        0.0000
  44685.8333  05/04/2022        0.0000       32.9000        0.0000        0.0000        0.0000        0.0000
  44685.8750  05/04/2022        0.0225       32.9835        0.0000        0.0000        0.0000        0.0000
  44685.9167  05/04/2022        0.7224       33.6775        0.0000        0.0000        0.0000        0.0000
  44685.9583  05/04/2022        0.0000       32.9814        0.0000        0.0000        0.0000        0.0000
  44686.0000  05/05/2022        0.0000       32.9837        0.0000        0.0000        0.0000        0.0000
  44686.0417  05/05/2022        0.0000       33.0072        0.0000        0.0000        0.0000        0.0000
  44686.0833  05/05/2022        0.0000       33.0054        0.0000        0.0000        0.0000        0.0000
  44686.1250  05/05/2022        0.0000       33.0035        0.0000        0.0000        0.0000        0.0000
  44686.1667  05/05/2022        0.0000       33.0018        0.0000        0.0000        0.0000        0.0000
  44686.2083  05/05/2022        0.0562       33.0572        0.0000        0.0000        0.0000        0.0000
  44686.2500  05/05/2022        1.8006       34.7519        0.0000        0.0000        0.0000        0.0000
  44686.2917  05/05/2022        0.0000       33.5741        0.0000        0.0000        0.0000        0.0000
  44686.3333  05/05/2022        0.0000       33.4643        0.0000        0.0000        0.0000        0.0000
  44686.3750  05/05/2022        0.0000       33.2585        0.0000        0.0000        0.0000        0.0000
  44686.4167  05/05/2022        0.0000       32.9225        0.0000        0.0000        0.0000        0.0000
  44686.4583  05/05/2022        0.0000       32.6132        0.0000        0.0000        0.0000        0.0000
  44686.5000  05/05/2022        0.0852       29.9694        0.0000        0.0000        0.0000        0.0000
  44686.5417  05/05/2022        2.1558       30.9227        0.0000        0.0000        0.0000        0.0000
  44686.5833  05/05/2022        0.0000       29.0344        0.0000        0.0000        0.0000        0.0000
  44686.6250  05/05/2022        0.0000       26.9878        0.0000        0.0000        0.0000        0.0000
  44686.6667  05/05/2022        0.0000       27.2161        0.0000        0.0000        0.0000        0.0000
  44686.7083  05/05/2022        0.0000       27.4879        0.0000        0.0000        0.0000        0.0000
  44686.7500  05/05/2022        0.0000       29.3619        0.0000        0.0000        0.0000        0.0000
  44686.7917  05/05/2022        0.0000       29.7905        0.0000        0.0000        0.0000        0.0000
  44686.8333  05/05/2022        0.0000       30.2045        0.0000        0.0000        0.0000        0.0000
  44686.8750  05/05/2022        0.0000       30.2739        0.0000        0.0000        0.0000        0.0000
  44686.9167  05/05/2022        0.0000       30.2946        0.0000        0.0000        0.0000        0.0000
  44686.9583  05/05/2022        0.0000       30.3061        0.0000        0.0000        0.0000        0.0000
  44687.0000  05/06/2022        0.0000       30.3184        0.0000        0.0000        0.0000        0.0000
  44687.0417  05/06/2022        0.0000       30.5379        0.0000        0.0000        0.0000        0.0000
  44687.0833  05/06/2022        0.0000       30.5497        0.0000        0.0000        0.0000        0.0000
  44687.1250  05/06/2022        0.0000       30.5616        0.0000        0.0000        0.0000        0.0000
  44687.1667  05/06/2022        0.0000       30.5732        0.0000        0.0000        0.0000        0.0000
  44687.2083  05/06/2022        0.0000       30.5762        0.0000        0.0000        0.0000        0.0000
  44687.2500  05/06/2022        0.0000       30.5794        0.0000        0.0000        0.0000        0.0000
  44687.2917  05/06/2022        0.0000       30.5725        0.0000        0.0000        0.0000        0.0000
  44687.3333  05/06/2022        0.0000       30.2461        0.0000        0.0000        0.0000        0.0000
  44687.3750  05/06/2022        0.0000       29.5615        0.0000        0.0000        0.0000        0.0000
  44687.4167  05/06/2022        0.0000       27.6183        0.0000        0.0000        0.0000        0.0000
  44687.4583  05/06/2022        0.0000       27.1155        0.0000        0.0000        0.0000        0.0000
  44687.5000  05/06/2022        0.0000       26.7712        0.0000        0.0000        0.0000        0.0000
  44687.5417  05/06/2022        0.0000       25.9312        0.0000        0.0000        0.0000        0.0000
  44687.5833  05/06/2022        0.0000       23.8377        0.0000        0.0000        0.0000        0.0000
  44687.6250  05/06/2022        0.0000       23.3683        0.0000        0.0000        0.0000        0.0000
  44687.6667  05/06/2022        0.0000       23.7291        0.0000        0.0000        0.0000        0.0000
  44687.7083  05/06/2022        0.0000       24.0955        0.0000        0.0000        0.0000        0.0000
  44687.7500  05/06/2022        0.0000       24.6324        0.0000        0.0000        0.0000        0.0000
  44687.7917  05/06/2022        0.0000       26.5922        0.0000        0.0000        0.0000        0.0000
  44687.8333  05/06/2022        0.0000       28.0356        0.0000        0.0000        0.0000        0.0000
  44687.8750  05/06/2022        0.0000       30.3520        0.0000        0.0000        0.0000        0.0000
  44687.9167  05/06/2022        0.0000       30.3931        0.0000        0.0000        0.0000        0.0000
  44687.9583  05/06/2022        0.0000       30.4111        0.0000        0.0000        0.0000        0.0000
  44688.0000  05/07/2022        0.0000       30.2367        0.0000        0.0000        0.0000        0.0000
  44688.0417  05/07/2022        0.0000       30.3166        0.0000        0.0000        0.0000        0.0000
  44688.0833  05/07/2022        0.0000       30.5217        0.0000        0.0000        0.0000        0.0000
  44688.1250  05/07/2022        0.0000       30.5387        0.0000        0.0000        0.0000        0.0000
  44688.1667  05/07/2022        0.0000       30.5557        0.0000        0.0000        0.0000        0.0000
  44688.2083  05/07/2022        0.0000       30.5645        0.0000        0.0000        0.0000        0.0000
  44688.2500  05/07/2022        0.0000       30.5735        0.0000        0.0000        0.0000        0.0000
  44688.2917  05/07/2022        0.0000       30.5704        0.0000        0.0000        0.0000        0.0000
  44688.3333  05/07/2022        0.0000       30.1752        0.0000        0.0000        0.0000        0.0000
  44688.3750  05/07/2022        0.0000       29.4393        0.0000        0.0000        0.0000        0.0000
  44688.4167  05/07/2022        0.0000       27.4310        0.0000        0.0000        0.0000        0.0000
  44688.4583  05/07/2022        0.0000       26.8699        0.0000        0.0000        0.0000        0.0000
  44688.5000  05/07/2022        0.0000       26.4945        0.0000        0.0000        0.0000        0.0000
  44688.5417  05/07/2022        0.0000       26.0265        0.0000        0.0000        0.0000        0.0000
  44688.5833  05/07/2022        0.0000       25.9526        0.0000        0.0000        0.0000        0.0000
  44688.6250  05/07/2022        0.0000       26.0093        0.0000        0.0000        0.0000        0.0000
  44688.6667  05/07/2022        0.0000       26.1220        0.0000        0.0000        0.0000        0.0000
  44688.7083  05/07/2022        0.0000       26.4980        0.0000        0.0000        0.0000        0.0000
  44688.7500  05/07/2022        0.0000       27.0568        0.0000        0.0000        0.0000        0.0000
  44688.7917  05/07/2022        0.0000       27.5412        0.0000        0.0000        0.0000        0.0000
  44688.8333  05/07/2022        0.0000       30.0265        0.0000        0.0000        0.0000        0.0000
  44688.8750  05/07/2022        0.6271       30.7944        0.0000        0.0000        0.0000        0.0000
  44688.9167  05/07/2022       18.8042       63.8325        0.0000        0.0000        0.0000        0.0000
  44688.9583  05/07/2022        4.0822       51.7746        0.0000        0.0000        0.0000        0.0000
  44689.0000  05/08/2022        1.8266       42.5922        0.0000        0.0000        0.0000        0.0000
  44689.0417  05/08/2022        0.0000       36.1946        0.0000        0.0000        0.0000        0.0000
  44689.0833  05/08/2022        0.0462       33.5857        0.0000        0.0000        0.0000        0.0000
  44689.1250  05/08/2022        1.2567       34.5562        0.0000        0.0000        0.0000        0.0000
  44689.1667  05/08/2022        3.7298       40.6653        0.0000        0.0000        0.0000        0.0000
  44689.2083  05/08/2022        2.9111       40.6265        0.0000        0.0000        0.0000        0.0000
  44689.2500  05/08/2022        0.0000       33.8515        0.0000        0.0000        0.0000        0.0000
  44689.2917  05/08/2022        0.0000       33.5768        0.0000        0.0000        0.0000        0.0000
  44689.3333  05/08/2022        0.0000       33.2332        0.0000        0.0000        0.0000        0.0000
  44689.3750  05/08/2022        0.0000       32.8020        0.0000        0.0000        0.0000        0.0000
  44689.4167  05/08/2022        0.0000       29.8470        0.0000        0.0000        0.0000        0.0000
  44689.4583  05/08/2022        0.0000       26.9888        0.0000        0.0000        0.0000        0.0000
  44689.5000  05/08/2022        0.0000       26.1730        0.0000        0.0000        0.0000        0.0000
  44689.5417  05/08/2022        0.0000       25.9960        0.0000        0.0000        0.0000        0.0000
  44689.5833  05/08/2022        0.0000       25.9313        0.0000        0.0000        0.0000        0.0000
  44689.6250  05/08/2022        0.0000       24.0398        0.0000        0.0000        0.0000        0.0000
  44689.6667  05/08/2022        0.0000       26.2508        0.0000        0.0000        0.0000        0.0000
  44689.7083  05/08/2022        0.0000       26.6252        0.0000        0.0000        0.0000        0.0000
  44689.7500  05/08/2022        0.0000       27.1821        0.0000        0.0000        0.0000        0.0000
  44689.7917  05/08/2022        0.0000       27.5795        0.0000        0.0000        0.0000        0.0000
  44689.8333  05/08/2022        0.0000       30.1150        0.0000        0.0000        0.0000        0.0000
  44689.8750  05/08/2022        0.0000       30.4653        0.0000        0.0000        0.0000        0.0000
  44689.9167  05/08/2022        0.0000       30.4965        0.0000        0.0000        0.0000        0.0000
  44689.9583  05/08/2022        0.0000       30.4941        0.0000        0.0000        0.0000        0.0000
  44690.0000  05/09/2022        0.0000       30.3021        0.0000        0.0000        0.0000        0.0000
  44690.0417  05/09/2022        0.0000       30.3135        0.0000        0.0000        0.0000        0.0000
  44690.0833  05/09/2022        0.0000       30.5089        0.0000        0.0000        0.0000        0.0000
  44690.1250  05/09/2022        0.0000       30.3265        0.0000        0.0000        0.0000        0.0000
  44690.1667  05/09/2022        0.0000       30.5218        0.0000        0.0000        0.0000        0.0000
  44690.2083  05/09/2022        0.0000       30.5418        0.0000        0.0000        0.0000        0.0000
  44690.2500  05/09/2022        0.0000       30.5622        0.0000        0.0000        0.0000        0.0000
  44690.2917  05/09/2022        0.0000       30.5687        0.0000        0.0000        0.0000        0.0000
  44690.3333  05/09/2022        0.0000       30.1178        0.0000        0.0000        0.0000        0.0000
  44690.3750  05/09/2022        0.0000       27.8455        0.0000        0.0000        0.0000        0.0000
  44690.4167  05/09/2022        0.0000       27.3274        0.0000        0.0000        0.0000        0.0000
  44690.4583  05/09/2022        0.0000       26.7924        0.0000        0.0000        0.0000        0.0000
  44690.5000  05/09/2022        0.0000       26.4492        0.0000        0.0000        0.0000        0.0000
  44690.5417  05/09/2022        0.0000       25.8327        0.0000        0.0000        0.0000        0.0000
  44690.5833  05/09/2022        0.0000       23.8141        0.0000        0.0000        0.0000        0.0000
  44690.6250  05/09/2022        0.0000       23.4095        0.0000        0.0000        0.0000        0.0000
  44690.6667  05/09/2022        0.0000       23.7190        0.0000        0.0000        0.0000        0.0000
  44690.7083  05/09/2022        0.0000       24.1025        0.0000        0.0000        0.0000        0.0000
  44690.7500  05/09/2022        0.0000       24.6613        0.0000        0.0000        0.0000        0.0000
  44690.7917  05/09/2022        0.0000       26.6640        0.0000        0.0000        0.0000        0.0000
  44690.8333  05/09/2022        0.0000       28.1122        0.0000        0.0000        0.0000        0.0000
  44690.8750  05/09/2022        0.0000       30.4603        0.0000        0.0000        0.0000        0.0000
  44690.9167  05/09/2022        0.0000       30.5131        0.0000        0.0000        0.0000        0.0000
  44690.9583  05/09/2022        0.0000       30.5440        0.0000        0.0000        0.0000        0.0000
  44691.0000  05/10/2022        0.0000       30.5728        0.0000        0.0000        0.0000        0.0000
  44691.0417  05/10/2022        0.0000       30.5132        0.0000        0.0000        0.0000        0.0000
  44691.0833  05/10/2022        0.0000       30.5313        0.0000        0.0000        0.0000        0.0000
  44691.1250  05/10/2022        0.0000       30.5495        0.0000        0.0000        0.0000        0.0000
  44691.1667  05/10/2022        0.0000       30.5676        0.0000        0.0000        0.0000        0.0000
  44691.2083  05/10/2022        0.0000       30.5725        0.0000        0.0000        0.0000        0.0000
  44691.2500  05/10/2022        0.0000       30.5776        0.0000        0.0000        0.0000        0.0000
  44691.2917  05/10/2022        0.0000       30.5705        0.0000        0.0000        0.0000        0.0000
  44691.3333  05/10/2022        0.0000       30.1781        0.0000        0.0000        0.0000        0.0000
  44691.3750  05/10/2022        0.0000       29.4539        0.0000        0.0000        0.0000        0.0000
  44691.4167  05/10/2022        0.0000       27.4266        0.0000        0.0000        0.0000        0.0000
  44691.4583  05/10/2022        0.0000       26.8966        0.0000        0.0000        0.0000        0.0000
  44691.5000  05/10/2022        0.0000       26.5541        0.0000        0.0000        0.0000        0.0000
  44691.5417  05/10/2022        0.0000       25.9912        0.0000        0.0000        0.0000        0.0000
  44691.5833  05/10/2022        0.0000       25.9134        0.0000        0.0000        0.0000        0.0000
  44691.6250  05/10/2022        0.0000       24.0062        0.0000        0.0000        0.0000        0.0000
  44691.6667  05/10/2022        0.0000       26.1651        0.0000        0.0000        0.0000        0.0000
  44691.7083  05/10/2022        0.0000       26.5363        0.0000        0.0000        0.0000        0.0000
  44691.7500  05/10/2022        0.0000       27.0977        0.0000        0.0000        0.0000        0.0000
  44691.7917  05/10/2022        0.0000       27.5812        0.0000        0.0000        0.0000        0.0000
  44691.8333  05/10/2022        0.0000       30.0743        0.0000        0.0000        0.0000        0.0000
  44691.8750  05/10/2022        0.0000       30.4094        0.0000        0.0000        0.0000        0.0000
  44691.9167  05/10/2022        0.0000       30.4378        0.0000        0.0000        0.0000        0.0000
  44691.9583  05/10/2022        0.0000       30.2551        0.0000        0.0000        0.0000        0.0000
  44692.0000  05/11/2022        0.0000       30.2687        0.0000        0.0000        0.0000        0.0000
  44692.0417  05/11/2022        0.0000       30.3705        0.0000        0.0000        0.0000        0.0000
  44692.0833  05/11/2022        0.0000       30.5640        0.0000        0.0000        0.0000        0.0000
  44692.1250  05/11/2022        0.0000       30.5733        0.0000        0.0000        0.0000        0.0000
  44692.1667  05/11/2022        0.0000       30.5823        0.0000        0.0000        0.0000        0.0000
  44692.2083  05/11/2022        0.0000       30.5800        0.0000        0.0000        0.0000        0.0000
  44692.2500  05/11/2022        0.0000       30.5777        0.0000        0.0000        0.0000        0.0000
  44692.2917  05/11/2022        0.0000       30.5620        0.0000        0.0000        0.0000        0.0000
  44692.3333  05/11/2022        0.0000       30.1115        0.0000        0.0000        0.0000        0.0000
  44692.3750  05/11/2022        0.0000       29.3720        0.0000        0.0000        0.0000        0.0000
  44692.4167  05/11/2022        0.0000       27.6741        0.0000        0.0000        0.0000        0.0000
  44692.4583  05/11/2022        0.0000       27.2199        0.0000        0.0000        0.0000        0.0000
  44692.5000  05/11/2022        0.0000       26.8272        0.0000        0.0000        0.0000        0.0000
  44692.5417  05/11/2022        0.0000       26.0510        0.0000        0.0000        0.0000        0.0000
  44692.5833  05/11/2022        0.0000       23.5887        0.0000        0.0000        0.0000        0.0000
  44692.6250  05/11/2022        0.0000       23.1159        0.0000        0.0000        0.0000        0.0000
  44692.6667  05/11/2022        0.0000       23.3123        0.0000        0.0000        0.0000        0.0000
  44692.7083  05/11/2022        0.0000       23.8031        0.0000        0.0000        0.0000        0.0000
  44692.7500  05/11/2022        0.0000       24.4034        0.0000        0.0000        0.0000        0.0000
  44692.7917  05/11/2022        0.0000       24.9361        0.0000        0.0000        0.0000        0.0000
  44692.8333  05/11/2022        0.0000       27.9390        0.0000        0.0000        0.0000        0.0000
  44692.8750  05/11/2022        0.0000       30.3435        0.0000        0.0000        0.0000        0.0000
  44692.9167  05/11/2022        0.0000       30.3945        0.0000        0.0000        0.0000        0.0000
  44692.9583  05/11/2022        0.0000       30.3968        0.0000        0.0000        0.0000        0.0000
  44693.0000  05/12/2022        0.0000       30.2036        0.0000        0.0000        0.0000        0.0000
  44693.0417  05/12/2022        0.0000       30.2305        0.0000        0.0000        0.0000        0.0000
  44693.0833  05/12/2022        0.0000       30.2479        0.0000        0.0000        0.0000        0.0000
  44693.1250  05/12/2022        0.0000       30.2660        0.0000        0.0000        0.0000        0.0000
  44693.1667  05/12/2022        0.0000       30.2846        0.0000        0.0000        0.0000        0.0000
  44693.2083  05/12/2022        0.0000       30.3054        0.0000        0.0000        0.0000        0.0000
  44693.2500  05/12/2022        0.0000       30.3266        0.0000        0.0000        0.0000        0.0000
  44693.2917  05/12/2022        0.0000       30.5191        0.0000        0.0000        0.0000        0.0000
  44693.3333  05/12/2022        0.0000       30.0158        0.0000        0.0000        0.0000        0.0000
  44693.3750  05/12/2022        0.0000       27.7390        0.0000        0.0000        0.0000        0.0000
  44693.4167  05/12/2022        0.0000       27.1809        0.0000        0.0000        0.0000        0.0000
  44693.4583  05/12/2022        0.0000       26.6619        0.0000        0.0000        0.0000        0.0000
  44693.5000  05/12/2022        0.0000       25.8216        0.0000        0.0000        0.0000        0.0000
  44693.5417  05/12/2022        0.0000       23.6185        0.0000        0.0000        0.0000        0.0000
  44693.5833  05/12/2022        0.0000       23.0604        0.0000        0.0000        0.0000        0.0000
  44693.6250  05/12/2022        0.0000       23.1904        0.0000        0.0000        0.0000        0.0000
  44693.6667  05/12/2022        0.0000       23.2788        0.0000        0.0000        0.0000        0.0000
  44693.7083  05/12/2022        0.0000       23.8369        0.0000        0.0000        0.0000        0.0000
  44693.7500  05/12/2022        0.0000       24.4893        0.0000        0.0000        0.0000        0.0000
  44693.7917  05/12/2022        0.0000       26.5642        0.0000        0.0000        0.0000        0.0000
  44693.8333  05/12/2022        0.0000       28.0597        0.0000        0.0000        0.0000        0.0000
  44693.8750  05/12/2022        0.0000       30.4596        0.0000        0.0000        0.0000        0.0000
  44693.9167  05/12/2022        0.0000       30.5245        0.0000        0.0000        0.0000        0.0000
  44693.9583  05/12/2022        0.0000       30.5537        0.0000        0.0000        0.0000        0.0000
  44694.0000  05/13/2022        0.0000       30.5796        0.0000        0.0000        0.0000        0.0000
  44694.0417  05/13/2022        0.0000       30.4911        0.0000        0.0000        0.0000        0.0000
