               time,               Date,           Rainfall,      Inifiltration,         Runoff@end,       WaterStorage,      LeftDischarge,      RightDischarge
  44654.2500  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.2917  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.3333  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.3750  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.4167  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.4583  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.5000  04/03/2022        0.2875        0.1996        0.0000        0.0000        0.0000        0.0000
  44654.5417  04/03/2022        5.2611        3.6530        0.0000        0.0000        0.0000        0.0000
  44654.5833  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.6250  04/03/2022        0.1704        0.1194        0.0000        0.0000        0.0000        0.0000
  44654.6667  04/03/2022        5.2647        3.6915        0.0000        0.0000        0.0000        0.0000
  44654.7083  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.7500  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.7917  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.8333  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.8750  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.9167  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44654.9583  04/03/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.0000  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.0417  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.0833  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.1250  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.1667  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.2083  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.2500  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.2917  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.3333  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.3750  04/04/2022        1.0045        0.8630        0.0000        0.0000        0.0000        0.0000
  44655.4167  04/04/2022        5.2805        4.5364        0.0000        0.0000        0.0000        0.0000
  44655.4583  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.5000  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.5417  04/04/2022        0.1263        0.0783        0.0000        0.0000        0.0000        0.0000
  44655.5833  04/04/2022        5.2347        3.2476        0.0000        0.0000        0.0000        0.0000
  44655.6250  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.6667  04/04/2022        0.1188        0.0871        0.0000        0.0000        0.0000        0.0000
  44655.7083  04/04/2022        5.2724        3.8666        0.0000        0.0000        0.0000        0.0000
  44655.7500  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.7917  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.8333  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.8750  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.9167  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44655.9583  04/04/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.0000  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.0417  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.0833  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.1250  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.1667  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.2083  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.2500  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.2917  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.3333  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.3750  04/05/2022        1.0420        0.8883        0.0000        0.0000        0.0000        0.0000
  44656.4167  04/05/2022        5.2825        4.5032        0.0000        0.0000        0.0000        0.0000
  44656.4583  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.5000  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.5417  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.5833  04/05/2022        0.1583        0.1153        0.0000        0.0000        0.0000        0.0000
  44656.6250  04/05/2022        5.2732        3.8394        0.0000        0.0000        0.0000        0.0000
  44656.6667  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.7083  04/05/2022        0.4050        0.3467        0.0000        0.0000        0.0000        0.0000
  44656.7500  04/05/2022        5.2798        4.5212        0.0000        0.0000        0.0000        0.0000
  44656.7917  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.8333  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.8750  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.9167  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44656.9583  04/05/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.0000  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.0417  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.0833  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.1250  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.1667  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.2083  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.2500  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.2917  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.3333  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.3750  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.4167  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.4583  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.5000  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.5417  04/06/2022        0.3519        0.2754        0.0000        0.0000        0.0000        0.0000
  44657.5833  04/06/2022        5.2829        4.1325        0.0000        0.0000        0.0000        0.0000
  44657.6250  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.6667  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.7083  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.7500  04/06/2022        1.1393        1.0937        0.0000        0.0000        0.0000        0.0000
  44657.7917  04/06/2022        5.3734        5.1583        0.0000        0.0000        0.0000        0.0000
  44657.8333  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.8750  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.9167  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44657.9583  04/06/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.0000  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.0417  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.0833  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.1250  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.1667  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.2083  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.2500  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.2917  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.3333  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.3750  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.4167  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.4583  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.5000  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.5417  04/07/2022        0.1030        0.0716        0.0000        0.0000        0.0000        0.0000
  44658.5833  04/07/2022        5.2600        3.6577        0.0000        0.0000        0.0000        0.0000
  44658.6250  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.6667  04/07/2022        0.2135        0.1685        0.0000        0.0000        0.0000        0.0000
  44658.7083  04/07/2022        5.2841        4.1710        0.0000        0.0000        0.0000        0.0000
  44658.7500  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.7917  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.8333  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.8750  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.9167  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44658.9583  04/07/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.0000  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.0417  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.0833  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.1250  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.1667  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.2083  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.2500  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.2917  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.3333  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.3750  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.4167  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.4583  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.5000  04/08/2022        0.1929        0.1310        0.0000        0.0000        0.0000        0.0000
  44659.5417  04/08/2022        5.2648        3.5755        0.0000        0.0000        0.0000        0.0000
  44659.5833  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.6250  04/08/2022        0.1666        0.1164        0.0000        0.0000        0.0000        0.0000
  44659.6667  04/08/2022        5.3391        3.7286        0.0000        0.0000        0.0000        0.0000
  44659.7083  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.7500  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.7917  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.8333  04/08/2022        1.8229        1.7880        0.0000        0.0000        0.0000        0.0000
  44659.8750  04/08/2022        5.2989        5.1976        0.0000        0.0000        0.0000        0.0000
  44659.9167  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44659.9583  04/08/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.0000  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.0417  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.0833  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.1250  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.1667  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.2083  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.2500  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.2917  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.3333  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.3750  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.4167  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.4583  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.5000  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.5417  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.5833  04/09/2022        0.2135        0.1247        0.0000        0.0000        0.0000        0.0000
  44660.6250  04/09/2022        5.2408        3.0627        0.0000        0.0000        0.0000        0.0000
  44660.6667  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.7083  04/09/2022        0.1247        0.1000        0.0000        0.0000        0.0000        0.0000
  44660.7500  04/09/2022        5.2920        4.2439        0.0000        0.0000        0.0000        0.0000
  44660.7917  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.8333  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.8750  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.9167  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44660.9583  04/09/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.0000  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.0417  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.0833  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.1250  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.1667  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.2083  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.2500  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.2917  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.3333  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.3750  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.4167  04/10/2022        0.5245        0.4028        0.0000        0.0000        0.0000        0.0000
  44661.4583  04/10/2022        5.2753        4.0517        0.0000        0.0000        0.0000        0.0000
  44661.5000  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.5417  04/10/2022        0.1685        0.1116        0.0000        0.0000        0.0000        0.0000
  44661.5833  04/10/2022        5.2494        3.4767        0.0000        0.0000        0.0000        0.0000
  44661.6250  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.6667  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.7083  04/10/2022        0.2755        0.2430        0.0000        0.0000        0.0000        0.0000
  44661.7500  04/10/2022        5.2946        4.6695        0.0000        0.0000        0.0000        0.0000
  44661.7917  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.8333  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.8750  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.9167  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44661.9583  04/10/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.0000  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.0417  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.0833  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.1250  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.1667  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.2083  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.2500  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.2917  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.3333  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.3750  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.4167  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.4583  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.5000  04/11/2022        0.2709        0.1744        0.0000        0.0000        0.0000        0.0000
  44662.5417  04/11/2022        5.2385        3.3716        0.0000        0.0000        0.0000        0.0000
  44662.5833  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.6250  04/11/2022        0.1068        0.0735        0.0000        0.0000        0.0000        0.0000
  44662.6667  04/11/2022        5.2523        3.6132        0.0000        0.0000        0.0000        0.0000
  44662.7083  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.7500  04/11/2022        0.3701        0.3454        0.0000        0.0000        0.0000        0.0000
  44662.7917  04/11/2022        5.3029        4.9494        0.0000        0.0000        0.0000        0.0000
  44662.8333  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.8750  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.9167  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44662.9583  04/11/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.0000  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.0417  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.0833  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.1250  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.1667  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.2083  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.2500  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.2917  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.3333  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.3750  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.4167  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.4583  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.5000  04/12/2022        0.1757        0.1052        0.0000        0.0000        0.0000        0.0000
  44663.5417  04/12/2022        5.2311        3.1345        0.0000        0.0000        0.0000        0.0000
  44663.5833  04/12/2022        0.1786        0.1147        0.0000        0.0000        0.0000        0.0000
  44663.6250  04/12/2022        5.3442        3.4309        0.0000        0.0000        0.0000        0.0000
  44663.6667  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.7083  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.7500  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.7917  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.8333  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.8750  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.9167  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44663.9583  04/12/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.0000  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.0417  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.0833  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.1250  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.1667  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.2083  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.2500  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.2917  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.3333  04/13/2022        1.4219        1.3286        0.0000        0.0000        0.0000        0.0000
  44664.3750  04/13/2022        5.2954        4.9481        0.0000        0.0000        0.0000        0.0000
  44664.4167  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.4583  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.5000  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.5417  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.5833  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.6250  04/13/2022        0.1601        0.1187        0.0000        0.0000        0.0000        0.0000
  44664.6667  04/13/2022        5.2697        3.9658        0.0000        0.0000        0.0000        0.0000
  44664.7083  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.7500  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.7917  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.8333  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.8750  04/13/2022        0.0000        0.0001        0.0000        0.0000        0.0000        0.0000
  44664.9167  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44664.9583  04/13/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.0000  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.0417  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.0833  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.1250  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.1667  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.2083  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.2500  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.2917  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.3333  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.3750  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.4167  04/14/2022        0.7223        0.5872        0.0000        0.0000        0.0000        0.0000
  44665.4583  04/14/2022        5.2715        4.2859        0.0000        0.0000        0.0000        0.0000
  44665.5000  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.5417  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.5833  04/14/2022        0.1553        0.1066        0.0000        0.0000        0.0000        0.0000
  44665.6250  04/14/2022        5.2426        3.5991        0.0000        0.0000        0.0000        0.0000
  44665.6667  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.7083  04/14/2022        0.2867        0.2428        0.0000        0.0000        0.0000        0.0000
  44665.7500  04/14/2022        5.2837        4.4745        0.0000        0.0000        0.0000        0.0000
  44665.7917  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.8333  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.8750  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.9167  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44665.9583  04/14/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44666.0000  04/15/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44666.0417  04/15/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  44666.0833  04/15/2022        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
